Rating	JobTitle	companyname	location	Estsal	Mediansal
3.2	Principal Data Scientist - Anti-Fraud	Walmart eCommerce –	"Sunnyvale, CA"	Est. Salary $169k-$232k	The median pay of $196k is:
1	Data Scientist	Business Information Services –	"Jersey City, NJ"		
2.4	Data Scientist/ Machine Learning Engineer at Fortune 500 Company	Crowded.com –	"New Haven, CT"	Est. Salary $79k-$134k	The median pay of $105k is:
2.7	Data Scientist	Matchpoint Solutions –	"Plano, TX"	Est. Salary $87k-$129k	The median pay of $106k is:
4.3	Data Scientist	Computer Technologies Consultants –	"Washington, DC"	Est. Salary $68k-$103k	The median pay of $85k is:
3.6	Data Scientist	EA –	"Redwood City, CA"	Est. Salary $100k-$142k	The median pay of $120k is:
3.9	Data Scientist (Architect Level)	West Monroe Partners –	"Chicago, IL"	Est. Salary $95k-$139k	The median pay of $115k is:
4	Data Scientist - NLP/Text Mining	Delmarva Foundation –	"Baltimore, MD"	Est. Salary $68k-$105k	The median pay of $86k is:
3.4	Data Scientist	Foot Locker –	"Wausau, WI"	Est. Salary $85k-$129k	The median pay of $106k is:
3.3	"Data Scientist Intern, Global Analytics and Insights"	GoPro –	"San Mateo, CA"	Est. Salary $133k-$184k	The median pay of $156k is:
	Data Scientist	"Atlantic Talent Acquisition Consultants, Inc. –"	"Raleigh, NC"		
3.2	Staff Data Scientist	Walmart eCommerce –	"San Bruno, CA"	Est. Salary $146k-$199k	The median pay of $170k is:
2.5	Data Scientist	Hearst Business Media –	"Lawrenceville, GA"	Est. Salary $52k-$81k	The median pay of $66k is:
	Data Scientist (Data Analytics)	"SaveSoft, Inc –"	"Columbus, OH"	Est. Salary $73k-$123k	The median pay of $97k is:
4.7	Growth Data Scientist	Upstart –	"San Carlos, CA"	Est. Salary $125k-$179k	The median pay of $151k is:
5	SOFTWARE ENGINEER & DATA SCIENTIST	"GoFundMe, Inc. –"	"Redwood City, CA"	Est. Salary $97k-$138k	The median pay of $116k is:
3.4	Data Scientist	Cubic –	"Jamestown, VA"	Est. Salary $70k-$102k	The median pay of $84k is:
4	Associate Data Scientist Manager - Information Technology	Procter & Gamble –	"Cincinnati, OH"	Est. Salary $71k-$105k	The median pay of $87k is:
	Data Scientist	CardinalHire –	"Mountain View, CA"		
	Data Scientist	Talent Solvers –	United States		
3.9	Data Scientist	CALIBRE –	"Alexandria, VA"	Est. Salary $84k-$141k	The median pay of $111k is:
3.7	"Data Scientist, Product Operations Advanced Analytics"	Gap Inc –	"San Francisco, CA"	Est. Salary $131k-$188k	The median pay of $159k is:
3.4	Haskell Data Scientist	Target –	"Sunnyvale, CA"	Est. Salary $104k-$153k	The median pay of $127k is:
	Data Scientist	2U HQ - Lanham Office –	"New York, NY"		
3.2	Data Scientist	Epsilon –	"Chicago, IL"	Est. Salary $105k-$155k	The median pay of $126k is:
3.4	Digital Intelligence - Data Scientist	Chase –	"New York, NY"	Est. Salary $96k-$146k	The median pay of $119k is:
	Data Scientist	Social Radar –	"Washington, DC"		
2.8	Data Scientist	PREDICTif Solutions –	"Piney Point Village, TX"	Est. Salary $73k-$109k	The median pay of $89k is:
	Data Scientist	"Truven Health Analytics, Inc. & Simpler Consulting –"	"Ann Arbor, MI"		
3.7	Data Scientist Graduate Intern	Intel –	"Phoenix, AZ"	Est. Salary $68k-$98k	The median pay of $80k is:
2.9	Data Scientist Manager	Visa –	"Miami, FL"	Est. Salary $81k-$116k	The median pay of $96k is:
4	Data Scientist Intern (Paid)	Ranker.com –	"Los Angeles, CA"	Est. Salary $52k-$84k	The median pay of $66k is:
2.6	Data Scientist	Dailymotion –	United States	Est. Salary $81k-$117k	The median pay of $98k is:
4	Data Scientist	MAP Health Management –	"Austin, TX"	Est. Salary $72k-$105k	The median pay of $87k is:
	Data Scientist	Capital Markets Placement –	"San Francisco, CA"		
3.7	Data Scientist	SAP Business Objects –	"Palo Alto, CA"	Est. Salary $124k-$174k	The median pay of $146k is:
3.6	Associate Data Scientist	Excellus BlueCross BlueShield –	"Rochester, NY"	Est. Salary $61k-$90k	The median pay of $74k is:
3.1	Senior Data Scientist	Chewy –	"Dania Beach, FL"	Est. Salary $113k-$157k	The median pay of $132k is:
	Data Scientist	Davis Innovators –	"Redwood City, CA"	Est. Salary $111k-$180k	The median pay of $144k is:
3.4	"Data Scientist, Digital Analytics"	Chubb –	"Whitehouse Station, NJ"	Est. Salary $112k-$166k	The median pay of $136k is:
3.2	Data Scientist I	Zurich Insurance –	"Schaumburg, IL"	Est. Salary $77k-$114k	The median pay of $94k is:
4.2	Data Scientist- Experimentation	Uber –	"San Francisco, CA"	Est. Salary $108k-$153k	The median pay of $130k is:
4	Senior Data Scientist and Director of Analytics	Limra –	"Windsor, CT"	Est. Salary $103k-$145k	The median pay of $122k is:
2.5	Data Scientist - CCM	CCM –	"New York, NY"	Est. Salary $90k-$142k	The median pay of $113k is:
3.2	Data Scientist - Visualisation Analytics	Sealed Air –	"Charlotte, NC"	Est. Salary $82k-$124k	The median pay of $102k is:
3.9	Data Scientist / Software Engineer	MIT Lincoln Laboratory –	"Lexington, MA"	Est. Salary $90k-$134k	The median pay of $111k is:
3.6	Quantitative Developer / Data Scientist	First Republic Bank –	"San Francisco, CA"	Est. Salary $88k-$129k	The median pay of $109k is:
3.7	"Data Scientist, Product Operations Advanced Analytics"	Gap Inc –	"San Francisco, CA"	Est. Salary $131k-$188k	The median pay of $159k is:
3.4	Haskell Data Scientist	Target –	"Sunnyvale, CA"	Est. Salary $104k-$153k	The median pay of $127k is:
	Data Scientist	2U HQ - Lanham Office –	"New York, NY"		
3.2	Data Scientist	Epsilon –	"Chicago, IL"	Est. Salary $105k-$155k	The median pay of $126k is:
3.4	Digital Intelligence - Data Scientist	Chase –	"New York, NY"	Est. Salary $96k-$146k	The median pay of $119k is:
	Data Scientist	Social Radar –	"Washington, DC"		
	Data Scientist	"Truven Health Analytics, Inc. & Simpler Consulting –"	"Ann Arbor, MI"		
3.7	Data Scientist Graduate Intern	Intel –	"Phoenix, AZ"	Est. Salary $68k-$98k	The median pay of $80k is:
2.8	Data Scientist	PREDICTif Solutions –	"Piney Point Village, TX"	Est. Salary $73k-$109k	The median pay of $89k is:
2.9	Data Scientist Manager	Visa –	"Miami, FL"	Est. Salary $81k-$116k	The median pay of $96k is:
4	Data Scientist Intern (Paid)	Ranker.com –	"Los Angeles, CA"	Est. Salary $52k-$84k	The median pay of $66k is:
2.6	Data Scientist	Dailymotion –	United States	Est. Salary $81k-$117k	The median pay of $98k is:
4	Data Scientist	MAP Health Management –	"Austin, TX"	Est. Salary $72k-$105k	The median pay of $87k is:
	Data Scientist	Capital Markets Placement –	"San Francisco, CA"		
3.6	Associate Data Scientist	Excellus BlueCross BlueShield –	"Rochester, NY"	Est. Salary $61k-$90k	The median pay of $74k is:
3.7	Data Scientist	SAP Business Objects –	"Palo Alto, CA"	Est. Salary $124k-$174k	The median pay of $146k is:
3.1	Senior Data Scientist	Chewy –	"Dania Beach, FL"	Est. Salary $113k-$157k	The median pay of $132k is:
	Data Scientist	Davis Innovators –	"Redwood City, CA"	Est. Salary $111k-$180k	The median pay of $144k is:
3.2	Data Scientist I	Zurich Insurance –	"Schaumburg, IL"	Est. Salary $77k-$114k	The median pay of $94k is:
3.4	"Data Scientist, Digital Analytics"	Chubb –	"Whitehouse Station, NJ"	Est. Salary $112k-$166k	The median pay of $136k is:
4.2	Data Scientist- Experimentation	Uber –	"San Francisco, CA"	Est. Salary $108k-$153k	The median pay of $130k is:
4	Senior Data Scientist and Director of Analytics	Limra –	"Windsor, CT"	Est. Salary $103k-$145k	The median pay of $122k is:
2.5	Data Scientist - CCM	CCM –	"New York, NY"	Est. Salary $90k-$142k	The median pay of $113k is:
3.2	Data Scientist - Visualisation Analytics	Sealed Air –	"Charlotte, NC"	Est. Salary $82k-$124k	The median pay of $102k is:
3.9	Data Scientist / Software Engineer	MIT Lincoln Laboratory –	"Lexington, MA"	Est. Salary $90k-$134k	The median pay of $111k is:
3.6	Quantitative Developer / Data Scientist	First Republic Bank –	"San Francisco, CA"	Est. Salary $88k-$129k	The median pay of $109k is:
3.9	Data Scientist	Farmers Business Network –	"San Carlos, CA"	Est. Salary $101k-$141k	The median pay of $119k is:
	Data Scientist at FXcompared	Brooklyn Data Science –	"New York, NY"	Est. Salary $90k-$151k	The median pay of $119k is:
4	Principal Lead Data Scientist	Akamai –	"Santa Clara, CA"	Est. Salary $163k-$226k	The median pay of $190k is:
3.8	"Data Scientist, Marketing & Analytics"	NBCUniversal –	"Orlando, FL"	Est. Salary $81k-$125k	The median pay of $101k is:
3.5	Data Scientist	SNI Technology –	"Jacksonville, FL"		
3.8	Data Scientist	Applied Information Sciences –	"Dayton, OH"	Est. Salary $68k-$101k	The median pay of $83k is:
3.9	Data Scientist	Flexton –	"Santa Clara, CA"	Est. Salary $67k-$98k	The median pay of $81k is:
	Data Scientist	UrpanTech –	"San Francisco, CA"	Est. Salary $111k-$180k	The median pay of $144k is:
3.7	Data Scientist	MillerCoors LLC –	"Milwaukee, WI"	Est. Salary $99k-$146k	The median pay of $121k is:
3.8	Data Scientist with TS/SCI Clearance	Applied Information Sciences –	"Dayton, OH"	Est. Salary $68k-$101k	The median pay of $83k is:
3.5	Data Scientist - Actimize division	NICE Actimize –	United States	Est. Salary $75k-$108k	The median pay of $90k is:
3.8	DATA SCIENTIST	Opinion Dynamics –	"Waltham, MA"	Est. Salary $96k-$142k	The median pay of $118k is:
4.1	Data Scientist Intern	Adobe –	"San Jose, CA"	Est. Salary $119k-$170k	The median pay of $142k is:
3.2	Data Scientist	MDA Corporation –	"McLean, VA"	Est. Salary $70k-$102k	The median pay of $84k is:
5	Data Scientist	Citrine –	"Redwood City, CA"	Est. Salary $92k-$133k	The median pay of $112k is:
3.6	Data Scientist Intern	Citrix –	"Santa Clara, CA"	Est. Salary $79k-$114k	The median pay of $94k is:
	Data Scientist	Lawrence Livermore National Laboratory (LLNL) –	"Livermore, CA"		
3.3	Senior Data Scientist	Fitbit –	"San Francisco, CA"	Est. Salary $142k-$196k	The median pay of $166k is:
	Data Scientist - Intern	Kensho –	"Washington, DC"	Est. Salary $64k-$111k	The median pay of $86k is:
	Data Scientist	Foundry.ai –	"Washington, DC"		
	Data Scientist	PAR Government Systems –	"Fort Meade, MD"		
4.5	Jr. Data Scientist	Brooksource –	"Landfall, MN"		
4.3	Senior Data Scientist	Salesforce –	"Bellevue, WA"	Est. Salary $116k-$159k	The median pay of $134k is:
4.4	Senior Data Scientist	Grand Rounds –	"San Francisco, CA"	Est. Salary $192k-$270k	The median pay of $228k is:
4.6	Lead Data Scientist	Root Insurance –	"Columbus, OH"	Est. Salary $86k-$144k	The median pay of $113k is:
3.3	Lead Data Scientist - Healthcare - 39900BR	Aetna –	"Wellesley Hills, MA"	Est. Salary $103k-$152k	The median pay of $127k is:
4.6	​Data Scientist	Jetlore –	"San Mateo, CA"	Est. Salary $97k-$138k	The median pay of $116k is:
3.6	Data Scientist (Singapore)	Thomson Reuters –	"New York, NY"	Est. Salary $89k-$129k	The median pay of $107k is:
4.1	"gU Faculty, Principal Data Scientist"	Galvanize –	"San Francisco, CA"	Est. Salary $109k-$155k	The median pay of $130k is:
3.3	Senior Data Scientist Manager	Aetna –	"New York, NY"	Est. Salary $116k-$172k	The median pay of $143k is:
3.8	Data Scientist/Product Manager - Data Analytics Platform	Walt Disney Company –	"Bristol, CT"	Est. Salary $87k-$133k	The median pay of $109k is:
	Data Scientist Internship	Transmosis –	"Tempe, AZ"	Est. Salary $47k-$71k	The median pay of $57k is:
5	Performance Reporting Data Scientist	Broker Genius –	"New York, NY"	Est. Salary $78k-$116k	The median pay of $95k is:
3.5	Data Scientist	The Aerospace Corporation –	"Chantilly, VA"	Est. Salary $87k-$129k	The median pay of $107k is:
3.5	Data Scientist - CCM	Experian –	"New York, NY"	Est. Salary $109k-$156k	The median pay of $130k is:
2.8	Senior Data Scientist	American Institutes for Research –	"Washington, DC"	Est. Salary $118k-$167k	The median pay of $140k is:
2.4	Data Scientist	Crowded.com –	"New York, NY"	Est. Salary $90k-$151k	The median pay of $119k is:
2.9	Data Scientist	Virginia Department of Health –	"Montgomery, VA"	Est. Salary $49k-$74k	The median pay of $61k is:
4.8	Data Scientist / Data Science Analyst	Sopra Steria Recruitment Ltd –	"Middlesex, NJ"	Est. Salary $80k-$124k	The median pay of $101k is:
3.2	Data Scientist - Groupon Getaways	Groupon –	"Chicago, IL"	Est. Salary $117k-$166k	The median pay of $140k is:
3	Entry Level Analytics Analyst	BNY Mellon –	"Washington, DC"		
4.2	Senior Data Scientist	84.51° –	"Cincinnati, OH"	Est. Salary $77k-$117k	The median pay of $97k is:
4.6	Sr Data Scientist	Feedzai –	"San Mateo, CA"	Est. Salary $134k-$189k	The median pay of $159k is:
3.6	Data Scientist/Modeler	"Booz Allen Hamilton, Inc –"	"Alexandria, VA"	Est. Salary $92k-$136k	The median pay of $112k is:
3.4	Data Scientist - Actimize division	NICE –	"Remote, OR"	Est. Salary $97k-$137k	The median pay of $114k is:
3	Product Data Scientist	Mozilla –	"Mountain View, CA"	Est. Salary $108k-$155k	The median pay of $130k is:
4.9	Data Scientist Intern - Summer	Automated Insights –	"Durham, NC"	Est. Salary $38k-$56k	The median pay of $46k is:
4.6	"Infrastructure Data Scientist, Intern"	Facebook –	"Menlo Park, CA"	Est. Salary $94k-$138k	The median pay of $114k is:
4.5	Data Scientist / Engineer	Evergage –	"Somerville, MA"	Est. Salary $90k-$132k	The median pay of $109k is:
4.5	Data Scientists	The CRS Group –	"Deerfield, IL"		
3.5	DATA SCIENTIST	Drawbridge –	"San Mateo, CA"	Est. Salary $103k-$148k	The median pay of $125k is:
3.3	Data Scientist	netPolarity –	"San Francisco, CA"		
3.7	Biological Data Scientist (DDM)	GlaxoSmithKline –	"Harrisburg, PA"	Est. Salary $65k-$100k	The median pay of $81k is:
4.2	Data Scientist I - Artificial Intelligence Group	NASA's Jet Propulsion Laboratory –	"Pasadena, CA"	Est. Salary $85k-$126k	The median pay of $104k is:
5	Statistician/Data Scientist	Clarify Health –	"San Francisco, CA"	Est. Salary $111k-$180k	The median pay of $144k is:
3.2	Principal Data Scientist	Walmart eCommerce –	"Sunnyvale, CA"	Est. Salary $169k-$232k	The median pay of $196k is:
4	Data Scientist – Credit Risk Strategies	Swift Capital –	"Wilmington, DE"	Est. Salary $65k-$98k	The median pay of $80k is:
3.4	Data Scientist - Data Analyst	Synchronoss Technologies –	"Reston, VA"	Est. Salary $95k-$135k	The median pay of $113k is:
4	Siri Data Scientist - Siri Analytics	Apple –	"Santa Clara, CA"	Est. Salary $134k-$188k	The median pay of $157k is:
4.4	Senior Data Scientist	CircleUp –	"San Francisco, CA"	Est. Salary $118k-$171k	The median pay of $142k is:
3.9	Data Scientist - Relocation Opportunity	General Assembly –	"Portland, OR"	Est. Salary $95k-$137k	The median pay of $114k is:
3.5	Voice Data Scientist	Sonos –	United States	Est. Salary $94k-$133k	The median pay of $111k is:
3.7	Data Scientist	Alternate Communications International –	"Basking Ridge, NJ"	Est. Salary $80k-$124k	The median pay of $101k is:
4.4	Risk Data Scientist	LendingHome –	"San Francisco, CA"	Est. Salary $103k-$152k	The median pay of $126k is:
3.9	Data Scientist (Growth)	Zenreach –	"San Francisco, CA"	Est. Salary $94k-$139k	The median pay of $115k is:
3.5	Voice Data Scientist	Sonos –	United States	Est. Salary $94k-$133k	The median pay of $111k is:
2.6	Consulting Data Scientist	Ciber –	"Charlotte, NC"	Est. Salary $80k-$120k	The median pay of $98k is:
4.2	"Data Scientist, Machine Learning"	"ExtraHop Networks, Inc. –"	"Seattle, WA"	Est. Salary $93k-$132k	The median pay of $110k is:
4.2	Data Scientist- Financial Technology	Uber –	"San Francisco, CA"	Est. Salary $108k-$153k	The median pay of $130k is:
3.5	Health Data Scientist	State of Virginia –	"Montgomery, VA"	Est. Salary $58k-$89k	The median pay of $72k is:
4.2	Data Scientist III	NASA's Jet Propulsion Laboratory –	"Pasadena, CA"	Est. Salary $137k-$198k	The median pay of $165k is:
5	Sr. Data Scientist	Abl Schools –	"San Francisco, CA"	Est. Salary $118k-$167k	The median pay of $141k is:
4.3	Senior Data Scientist	Intuit –	"Mountain View, CA"	Est. Salary $138k-$193k	The median pay of $163k is:
3.9	"Data Scientist, Statistician"	Spreemo –	"New York, NY"	Est. Salary $62k-$100k	The median pay of $79k is:
4.2	Intern: Analytical Sciences	Agios Pharmaceuticals –	"Cambridge, MA"		
3.6	Data Scientist/Analyst	"Booz Allen Hamilton, Inc –"	"Washington, DC"	Est. Salary $92k-$136k	The median pay of $112k is:
3.4	Staff Data Scientist	GE Oil & Gas –	"San Ramon, CA"	Est. Salary $140k-$199k	The median pay of $169k is:
3.9	Senior Data Scientist	Lattice Engines –	"San Mateo, CA"	Est. Salary $175k-$241k	The median pay of $205k is:
3.8	"Director, Data Scientist"	KPMG International –	"Santa Clara, CA"	Est. Salary $162k-$235k	The median pay of $193k is:
3.4	Data Scientist/Data Engineer	GNS Healthcare –	"Boston, MA"	Est. Salary $71k-$109k	The median pay of $89k is:
3.4	Big Data Scientist	Humana –	"Louisville, KY"	Est. Salary $58k-$88k	The median pay of $72k is:
3.6	Senior Data Scientist	"Allant Group, LLC –"	"Naperville, IL"	Est. Salary $96k-$138k	The median pay of $115k is:
4	DATA SCIENTIST	"Fort Point, LLC –"	"Houston, TX"	Est. Salary $77k-$130k	The median pay of $102k is:
3.5	SAS Data Scientist	Blackbaud –	"Charleston, SC"	Est. Salary $73k-$105k	The median pay of $87k is:
2.4	Data Scientist - Intern	MICROS Systems –	"New York, NY"	Est. Salary $54k-$80k	The median pay of $66k is:
3.7	Senior Data Scientist	Bechtel –	"Reston, VA"	Est. Salary $127k-$183k	The median pay of $153k is:
3.8	"data scientist, Business Strategy"	Starbucks –	"Seattle, WA"	Est. Salary $107k-$156k	The median pay of $130k is:
4.1	Data Analyst/Senior Data Analyst	Credit Sesame –	"San Francisco, CA"	Est. Salary $98k-$146k	The median pay of $120k is:
4	"Data Scientist (Machine Learning, Algorithms)"	Savvysherpa –	"Minneapolis, MN"	Est. Salary $75k-$119k	The median pay of $95k is:
3.6	Digital Intelligence - Data Scientist	J.P. Morgan –	"New York, NY"	Est. Salary $73k-$117k	The median pay of $94k is:
3	Data Scientist III	Choice Hotels –	"Phoenix, AZ"	Est. Salary $81k-$121k	The median pay of $99k is:
4.1	"Lead Instructor, Principal Data Scientist"	Galvanize –	"Phoenix, AZ"	Est. Salary $88k-$128k	The median pay of $106k is:
3.3	Data Scientist Opportunities	DuPont –	"Johnston, IA"	Est. Salary $99k-$148k	The median pay of $122k is:
3.7	2017 New Grad- Data Scientist 1	Northrop Grumman –	"Woodlawn, MD"	Est. Salary $83k-$123k	The median pay of $101k is:
2.8	Data Scientist - Intern	HMS Holdings –	"Irving, TX"	Est. Salary $65k-$98k	The median pay of $80k is:
3.6	Staff Data Scientist	App Annie –	"San Francisco, CA"	Est. Salary $119k-$166k	The median pay of $141k is:
4.1	Senior Data Scientist	Altamira Technologies –	"Springfield, VA"	Est. Salary $119k-$170k	The median pay of $142k is:
3.1	Lead Data Scientist	Verisk Analytics –	"Jersey City, NJ"	Est. Salary $85k-$126k	The median pay of $104k is:
3.7	Lead Data Scientist	SLAIT Consulting –	"Charlottesville, VA"		
3.7	Data Scientist - Forecasting	Ford Motor Credit –	"Dearborn, MI"	Est. Salary $76k-$114k	The median pay of $94k is:
4.2	Data Scientists Analysts	"Rapid Global Business Solutions, Inc –"	"Dearborn, MI"	Est. Salary $62k-$93k	The median pay of $77k is:
2.1	Modeler/Data Scientist	INSYS Group –	"Alpharetta, GA"	Est. Salary $52k-$79k	The median pay of $65k is:
3.5	Data Scientist - Healthcare	Blackbaud –	"Cambridge, MA"	Est. Salary $86k-$123k	The median pay of $103k is:
4.2	Senior Data Scientist	Quantifind –	"Menlo Park, CA"	Est. Salary $158k-$224k	The median pay of $188k is:
3.6	Chief Data Scientist	"Booz Allen Hamilton, Inc –"	"McLean, VA"	Est. Salary $140k-$208k	The median pay of $171k is:
3.7	Big Data Scientist	Siemens France –	"Princeton, NJ"	Est. Salary $108k-$159k	The median pay of $131k is:
3.5	Sr. Data Scientist	Invesco –	"Houston, TX"	Est. Salary $93k-$136k	The median pay of $113k is:
3.6	Data Scientist - ENG V	Native Hawaiian Veterans –	"Huntsville, AL"	Est. Salary $78k-$116k	The median pay of $96k is:
	Principal Data Scientist	Verizon HQ –	"Basking Ridge, NJ"		
3.6	Senior Data Scientist	DNV GL –	"Oakland, CA"	Est. Salary $129k-$206k	The median pay of $165k is:
3.8	Manager Data Scientist	Capital One –	"McLean, VA"	Est. Salary $111k-$158k	The median pay of $132k is:
3.3	Senior Data Scientist Manager	Aetna –	"New York, NY"	Est. Salary $116k-$172k	The median pay of $143k is:
4.4	Senior Diagnostics Data Scientist	NEXTEV –	"San Jose, CA"	Est. Salary $120k-$167k	The median pay of $141k is:
4.4	Senior Data Scientist	CircleUp –	"San Francisco, CA"	Est. Salary $118k-$171k	The median pay of $142k is:
2.8	Data Scientist - Intern	HMS Holdings –	"Irving, TX"	Est. Salary $65k-$98k	The median pay of $80k is:
3.6	Intern - IT Data Scientist	Charles River Development –	"Wilmington, MA"	Est. Salary $79k-$114k	The median pay of $95k is:
3	Sr. Data Scientist/Analyst	The ACI Group –	"Woodlawn, MD"	Est. Salary $83k-$122k	The median pay of $101k is:
2.8	Data Scientist Intern	HMS Holdings –	"Irving, TX"	Est. Salary $65k-$98k	The median pay of $80k is:
3.8	Principal Data Scientist	Capital One –	"McLean, VA"	Est. Salary $88k-$127k	The median pay of $106k is:
4.6	"Data Scientist, Analytics"	Facebook –	"Seattle, WA"	Est. Salary $108k-$161k	The median pay of $133k is:
2.5	Principal Data Scientist	AspenTech –	"Bedford, MA"	Est. Salary $118k-$165k	The median pay of $139k is:
3.4	Data Scientist - Oracle Data Cloud	Oracle –	"Broomfield, CO"	Est. Salary $83k-$122k	The median pay of $100k is:
3.2	Data Scientist	Equifax –	"Alpharetta, GA"	Est. Salary $65k-$97k	The median pay of $80k is:
2.8	Data Scientist - Developer	Samsung Group –	"Austin, TX"	Est. Salary $77k-$111k	The median pay of $92k is:
	Data Scientist- Analytics	"Fusion, the ABC and Univision Joint Venture –"	"New York, NY"		
	Senior Data Scientist | Brentwood	3Cords Solutions –	"Nashville, TN"	Est. Salary $81k-$123k	The median pay of $99k is:
3.2	Lead Data Scientist	MetLife –	"Cary, NC"	Est. Salary $94k-$133k	The median pay of $112k is:
3.7	2017 New Grad- Data Scientist 1	Northrop Grumman –	"Woodlawn, MD"	Est. Salary $83k-$123k	The median pay of $101k is:
	Principal Data Scientist	QuantumBlack –	"Boston, MA"	Est. Salary $110k-$182k	The median pay of $144k is:
3.2	Senior Data Scientist	Walmart eCommerce –	"Sunnyvale, CA"	Est. Salary $129k-$178k	The median pay of $151k is:
5	Data SCIENTIST-MACHINE Learning	JobJuncture –	"San Francisco, CA"	Est. Salary $107k-$153k	The median pay of $129k is:
4.2	Sr. Data Scientist (Ads) - Remote OK	Doximity –	"San Francisco, CA"	Est. Salary $166k-$234k	The median pay of $197k is:
2.4	Data Scientist 2	MICROS Systems –	"Broomfield, CO"	Est. Salary $70k-$102k	The median pay of $84k is:
4.1	"Manager, Machine Learning Modeler / Data Scientist"	ZestFinance –	"San Francisco, CA"	Est. Salary $114k-$160k	The median pay of $136k is:
4	Data Scientist (Experienced)	Sandia National Laboratories –	"Livermore, CA"	Est. Salary $141k-$199k	The median pay of $169k is:
3.6	Data scientist	Cognizant Technology Solutions –	"Mount Laurel, NJ"	Est. Salary $65k-$95k	The median pay of $78k is:
3.9	Data Scientist (Advanced Operations Analytics)	Ford Motor Company –	"Dearborn, MI"	Est. Salary $86k-$128k	The median pay of $104k is:
3.5	DATA SCIENTIST	The Select Group –	"Charlotte, NC"		
2.9	Genomics Data Scientist	Medidata Solutions –	"New York, NY"	Est. Salary $82k-$120k	The median pay of $99k is:
3.5	"Data Scientist , Java / Ruby, Python, Mathlab"	MoTek Technologies –	"Palo Alto, CA"		
3.2	Data Scientist - CCM	Experian Marketing Services –	"New York, NY"	Est. Salary $94k-$136k	The median pay of $113k is:
3.5	Data Scientist I	Molex –	"Lisle, IL"	Est. Salary $73k-$109k	The median pay of $90k is:
4.4	Senior Data Scientist	HireVue –	"South Jordan, UT"		
4.3	Data Scientist- Product Analytics Intern	Square –	"San Francisco, CA"	Est. Salary $93k-$130k	The median pay of $110k is:
3.7	Research - Analytical Data Scientist	Morgan Stanley –	"New York, NY"	Est. Salary $88k-$136k	The median pay of $110k is:
3.4	Senior Data Scientist	Bank of America –	"Charlotte, NC"	Est. Salary $77k-$114k	The median pay of $93k is:
	Data Scientist- Analytics	"Fusion, the ABC and Univision Joint Venture –"	"New York, NY"		
4	"Senior Scientist, Data Sciences"	Johnson & Johnson –	"Titusville, FL"		
	Jr. Data Scientist	"SaveSoft, Inc –"	"Linthicum Heights, MD"	Est. Salary $66k-$113k	The median pay of $88k is:
3.8	Lead Data Scientist	MITRE –	"Washington, DC"	Est. Salary $140k-$200k	The median pay of $168k is:
3.6	Data Scientist (m/w)	Allianz SE –	"Germany, GA"		
3.4	Quantitative Data Scientist	Huxley Associates –	"Boston, MA"		
3.8	Data Scientist and Application Programmer	UCLA Health –	"Los Angeles, CA"	Est. Salary $76k-$114k	The median pay of $94k is:
4.8	Senior Data Scientist	Convertro –	"Los Angeles, CA"	Est. Salary $119k-$172k	The median pay of $143k is:
3	Data Scientist	ICF International –	"Fairfax, VA"	Est. Salary $84k-$141k	The median pay of $111k is:
3.8	Cognitive Data Scientist	Swiss Re –	"Armonk, NY"	Est. Salary $83k-$128k	The median pay of $104k is:
3.8	Business Analyst	Cisco Systems –	"San Jose, CA"	Est. Salary $76k-$121k	The median pay of $94k is:
3.6	Business Analyst	Q2 Software –	"Austin, TX"	Est. Salary $51k-$76k	The median pay of $63k is:
2.5	Business Analyst	WebMD –	"Indianapolis, IN"	Est. Salary $65k-$100k	The median pay of $81k is:
3.6	Business Analyst	Blue Cross and Blue Shield of Massachusetts –	"Boston, MA"	Est. Salary $54k-$80k	The median pay of $66k is:
3.5	Business Analyst	Veritude –	"Westlake, TX"		
4.7	Junior Business Systems Analyst	Red Clay Consulting –	"San Diego, CA"	Est. Salary $61k-$79k	The median pay of $69k is:
2.5	Business Analyst	Futrend Technology –	"Vienna, VA"	Est. Salary $57k-$78k	The median pay of $65k is:
4.7	Business Analyst	120VC –	"Culver City, CA"	Est. Salary $61k-$94k	The median pay of $77k is:
	Business Systems Analyst	CADENT –	"Philadelphia, PA"	Est. Salary $62k-$80k	The median pay of $70k is:
3.2	Business Analyst	Trisept Solutions –	"Irving, TX"	Est. Salary $62k-$96k	The median pay of $76k is:
4.1	Business Analyst	Belvedere Trading –	"Chicago, IL"	Est. Salary $58k-$101k	The median pay of $78k is:
3	Senior Business Analyst	Pulte Mortgage –	United States	Est. Salary $68k-$105k	The median pay of $87k is:
4.5	Business Analyst	Tacit Knowledge –	"San Francisco, CA"	Est. Salary $61k-$91k	The median pay of $73k is:
4.1	Business Systems Design Analyst 1	Valero –	"San Antonio, TX"		
3.6	Business Analyst	NewDay USA –	"Fulton, MD"	Est. Salary $51k-$86k	The median pay of $67k is:
4.2	Business Analyst	Agios Pharmaceuticals –	"Cambridge, MA"	Est. Salary $71k-$111k	The median pay of $90k is:
3.3	Senior Business Analyst	SmileDirectClub –	"Nashville, TN"	Est. Salary $72k-$111k	The median pay of $89k is:
3.2	Business Analyst	Thermo Fisher Scientific –	"Carlsbad, CA"	Est. Salary $66k-$104k	The median pay of $84k is:
